Seq_Number,ROA_0,ROE_0,ROS_0,L1_0,L2_0,L3_0,DOA_0,DOKP_0,DOKZ_0,DOZ_0,CZ_0,ZVI_0,FP_0,NI_0,KCZ_0,FKCZ_0,KSA_0,ZVB_0,MT_0,MPH_0,ROA_1,ROE_1,ROS_1,L1_1,L2_1,L3_1,DOA_1,DOKP_1,DOKZ_1,DOZ_1,CZ_1,ZVI_1,FP_1,NI_1,KCZ_1,FKCZ_1,KSA_1,ZVB_1,MT_1,MPH_1,ROA_2,ROE_2,ROS_2,L1_2,L2_2,L3_2,DOA_2,DOKP_2,DOKZ_2,DOZ_2,CZ_2,ZVI_2,FP_2,NI_2,KCZ_2,FKCZ_2,KSA_2,ZVB_2,MT_2,MPH_2,YEAR,IS_BANKRUPT
10219,46.31,110.68,15.13,0.33,1.38,1.4,118.93,70.28,66.58,1.36,0.58,1.39,2.39,97.34,58.16,95.05,2.12,0.0,16.67,44.84,75.33,86.3,,1.97,8.52,8.61,133.5,91.41,13.95,1.18,0.12,0.14,1.15,107.51,11.86,694.59,9.78,0.0,9.16,20.95,2.85,3.2,,1.54,7.44,7.57,215.42,115.07,19.51,2.68,0.11,0.12,1.12,36.71,10.87,87.08,3.0,0.0,14.76,51.84,16,0
10220,0.49,79.72,0.14,0.15,0.82,0.82,105.24,65.87,98.83,,0.99,161.22,162.54,6.75,99.38,4.3,0.22,0.0,1.81,58.6,-0.83,-377.17,-0.3,0.07,0.48,0.48,132.04,53.02,129.47,,1.0,454.35,455.35,9.87,99.78,-0.83,0.02,0.0,2.86,87.48,0.59,-16.64,0.33,0.26,0.85,0.85,203.31,121.53,207.89,,1.04,-29.11,-28.11,5.74,103.56,4.47,-0.28,0.0,2.11,31.78,16,0
10221,-0.03,-0.14,-0.31,0.18,0.33,0.33,2289.67,360.0,2433.6,,0.75,3.05,4.05,-0.03,75.29,-0.05,0.33,0.0,0.0,0.0,6.33,24.92,76.47,0.19,0.19,0.19,4394.2,,3241.16,,0.75,2.93,3.93,6.33,74.58,8.49,0.3,0.0,0.0,0.0,-17.42,-149.91,-166.21,0.27,1.13,1.13,3473.47,2626.35,3036.15,,0.88,7.61,8.61,-17.42,88.38,-19.71,,0.0,0.0,0.0,16,0
10222,9.39,10.79,4.5,9.88,12.91,16.24,174.44,32.09,10.55,35.71,0.13,0.15,1.15,9.61,12.98,72.37,,0.02,0.1,1.28,2.83,3.25,0.83,6.78,6.78,7.92,107.19,,13.16,15.19,0.13,0.15,1.15,3.06,12.81,22.09,,0.21,0.07,1.69,-1.71,-3.13,-0.86,1.41,1.58,2.2,182.16,14.52,81.75,50.62,0.45,0.83,1.83,-0.18,45.38,-3.77,,0.0,0.76,29.13,16,0
10223,,,,,,,,,,,,,,,,,,,,,-214.27,123.37,-110.8,0.03,0.18,0.37,188.22,76.54,503.4,95.41,273.68,-157.58,-0.58,-70.34,273.68,-78.29,,0.0,74.42,-230.51,-92.98,81.68,-108.42,0.03,0.04,0.24,424.46,10.19,803.54,157.3,213.83,-187.85,-0.88,-62.5,213.83,-38.53,-1.73,0.0,35.54,-76.95,16,0
10224,-12.87,-416.79,-14.91,0.16,0.35,0.62,421.76,77.24,403.52,112.21,0.97,31.38,32.38,7.47,96.91,-11.41,0.08,0.0,23.57,217.63,-0.12,-4.46,,0.0,0.3,0.68,656.7,181.42,592.07,232.5,0.97,35.04,36.04,13.66,97.23,1.32,0.08,2.97,17.87,64.33,8.46,41.65,,0.53,1.08,1.24,121.17,53.18,95.37,15.13,0.8,3.92,4.92,58.58,79.69,12.05,53.57,0.0,11.98,299.38,16,0
10225,43.83,188.95,14.48,0.88,1.44,1.49,120.25,44.35,78.63,3.6,0.76,3.28,4.31,88.89,76.8,58.0,23.6,0.0,14.89,41.93,-125.93,220.82,-29.66,0.03,0.79,1.07,85.74,58.03,76.7,21.86,1.57,-2.75,-1.75,-18.22,157.03,-79.68,2.56,0.0,25.37,330.09,-334.61,174.64,-33.97,-0.56,-0.05,0.07,36.95,23.61,45.72,5.13,2.92,-1.52,-0.52,-80.36,291.6,-107.32,-0.27,0.0,25.81,357.54,16,0
10226,0.54,10.33,,0.01,1.3,1.49,213.61,143.54,102.71,21.45,0.9,17.43,19.3,6.78,90.3,8.17,2.04,4.11,2.68,34.43,10.93,70.7,7.22,-0.18,1.71,1.74,240.36,188.98,99.88,2.7,0.81,5.21,6.47,17.68,80.58,20.94,1.74,0.0,3.33,16.42,8.9,44.01,,0.16,1.44,1.46,228.22,139.29,102.29,1.88,0.78,3.86,4.95,15.34,78.04,18.72,1.4,2.87,3.07,20.88,16,0
10227,8.76,19.18,3.44,0.08,1.92,1.93,142.92,122.02,57.49,0.37,0.54,1.19,2.19,136.24,54.31,31.22,4.78,6.14,50.05,85.32,11.67,22.99,,0.29,2.5,2.51,156.4,112.93,43.37,0.37,0.49,0.97,1.97,127.93,49.25,36.13,3.5,13.61,36.49,60.48,0.14,0.42,0.07,0.03,1.27,1.4,180.43,133.78,82.56,14.52,0.66,1.94,2.94,85.25,66.03,5.23,2.39,14.23,30.62,68.03,16,0
10228,5.11,5.56,2.9,10.66,12.99,12.99,206.59,33.94,14.55,,0.08,0.09,1.09,7.18,7.96,126.45,12.8,0.0,1.17,31.58,15.12,17.0,13.94,1.4,9.35,9.35,335.63,277.27,34.86,,0.11,0.12,1.12,30.38,11.06,172.57,49.24,0.0,14.07,36.28,-6.14,-11.19,-12.03,0.3,15.72,15.72,712.85,391.41,26.22,,0.45,0.82,1.82,1.96,45.1,16.55,2.32,0.0,15.87,39.31,16,0
10229,0.36,1.3,0.28,0.81,1.4,1.4,282.27,117.97,139.8,0.0,0.73,2.65,3.65,35.59,72.59,0.49,,21.1,27.33,87.7,-1.61,-4.7,,0.76,1.6,1.6,192.58,99.74,85.18,,65.74,191.85,2.92,58.12,65.74,-2.45,,17.63,23.45,62.37,4.25,9.73,,0.77,1.97,1.97,92.77,55.68,37.49,,56.36,129.17,2.29,82.12,56.36,7.53,,9.7,15.13,66.64,16,0
10230,65.76,83.22,75.24,5.09,5.09,5.09,275.71,,80.9,,0.21,0.27,1.27,65.76,20.97,313.6,,0.0,0.0,0.0,69.73,88.01,,4.82,5.7,5.7,272.4,36.09,41.32,,0.21,0.26,1.26,78.22,20.77,351.65,6.7,0.0,4.33,5.56,33.32,35.74,,12.72,14.81,14.81,484.88,63.03,30.21,,0.07,0.07,1.07,42.22,6.76,538.64,13.96,0.0,8.15,10.8,16,0
10231,2.0,3.75,0.27,0.18,1.19,1.32,48.53,22.72,22.56,2.92,0.47,0.88,1.88,54.6,46.72,116.82,1.43,0.0,7.01,82.94,6.85,31.56,2.42,0.42,0.6,0.61,128.59,18.45,79.29,1.08,0.78,3.6,4.6,23.03,78.28,26.3,0.42,15.93,5.72,34.53,6.51,30.88,2.41,0.18,0.29,0.31,134.7,11.95,97.48,1.73,0.79,3.74,4.74,14.7,78.91,27.96,0.28,5.73,3.03,22.78,16,0
10232,-2.27,-2.97,-0.51,12.23,12.23,12.23,82.45,,6.67,,0.24,0.31,1.31,41.11,23.52,-9.65,,15.15,9.82,99.49,-63.64,-411.16,,0.59,1.19,1.19,36.28,18.13,30.25,,84.52,546.11,6.46,-9.79,84.52,-75.29,,0.0,3.95,310.06,19.29,44.33,,0.36,1.78,1.78,46.98,37.13,26.12,,56.47,129.75,2.3,46.08,56.47,34.16,,0.0,2.75,36.05,16,0
10233,-0.97,-7.32,-0.87,0.41,1.11,1.16,324.31,175.44,239.17,12.63,0.87,6.51,7.51,9.56,86.68,0.28,2.03,8.98,9.39,79.42,8.41,42.51,6.91,0.31,0.9,1.18,299.45,114.32,222.77,64.82,80.24,405.82,5.06,16.83,80.24,11.03,2.83,4.58,4.89,181.44,10.86,36.7,6.18,0.51,1.17,1.27,207.0,75.16,137.09,14.19,70.4,237.88,3.38,22.89,70.4,15.59,2.33,1.63,5.04,33.06,16,0
10234,0.16,1.24,0.13,0.17,0.94,0.99,309.3,199.14,257.98,13.91,0.87,6.86,7.86,9.83,87.28,4.97,1.01,0.0,8.22,63.26,0.13,1.02,0.12,0.07,0.89,0.9,325.07,202.92,227.9,1.07,86.94,665.42,7.65,11.57,86.94,6.42,0.81,6.18,7.27,42.23,6.39,22.88,1.62,0.52,1.37,1.37,92.45,34.09,39.84,,58.73,210.41,3.58,44.9,58.73,35.82,1.14,0.0,7.07,44.34,16,0
10235,2.88,105.06,4.04,0.23,0.86,0.86,510.71,308.1,491.23,0.23,0.97,35.48,36.48,4.38,97.26,4.5,0.18,0.0,2.1,21.18,-0.81,-141.26,-0.78,0.55,0.91,0.92,347.47,123.91,341.66,0.43,0.99,172.74,173.74,-0.02,99.42,0.2,0.06,0.0,0.76,40.24,-5.93,79.67,-11.72,0.6,0.89,0.89,719.8,225.94,764.81,0.23,1.07,-14.44,-13.44,-5.15,107.44,-4.62,-1.86,0.0,1.54,-31.42,16,0
10236,5.68,13.13,1.04,0.25,0.41,0.62,66.33,5.29,33.11,6.92,0.56,1.3,2.31,91.58,56.71,33.7,0.72,0.0,15.65,91.86,4.74,10.06,1.31,0.03,0.38,0.65,100.62,16.06,41.73,12.72,0.53,1.12,2.12,75.04,52.88,21.32,0.77,4.69,13.62,50.9,12.08,22.6,2.71,0.12,0.8,1.11,81.7,21.97,32.18,9.72,0.46,0.86,1.87,91.53,46.16,35.91,1.07,0.0,12.64,54.99,16,0
10237,1.61,5.72,0.21,0.28,1.39,1.39,48.31,38.11,34.29,,0.72,2.54,3.54,1.61,71.76,2.25,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0
10238,7.51,-23.24,1.37,0.09,0.6,0.6,66.54,43.77,86.08,,1.32,-4.1,-3.1,7.99,132.31,8.17,-1.48,0.0,0.09,3.76,12.31,-57.13,,0.1,0.69,0.69,112.19,77.87,133.67,0.0,1.22,-5.64,-4.64,12.71,121.55,14.14,-1.26,0.0,0.09,1.45,38.91,190.63,,0.4,1.12,1.12,48.36,27.16,38.04,,0.8,3.9,4.9,39.41,79.59,51.15,1.89,0.0,0.05,0.67,16,0
10239,-0.65,-1.11,-0.74,2.13,2.41,2.41,414.44,,169.92,,0.41,0.71,1.71,-0.65,41.46,-1.57,,0.0,0.0,0.0,32.33,49.78,11.12,2.57,2.85,2.85,125.17,,43.38,,0.35,0.54,1.54,32.33,35.04,92.27,,0.0,0.0,0.0,7.16,12.19,3.03,1.7,1.94,2.42,154.02,,62.87,30.35,0.41,0.7,1.7,7.16,41.27,17.34,,0.0,0.0,0.0,16,0
10240,3.43,23.54,1.69,0.03,1.26,1.26,179.34,173.2,140.05,,0.85,5.87,6.87,8.95,85.43,4.01,,0.0,2.72,55.56,2.24,24.72,1.69,0.03,1.21,1.21,274.05,257.46,217.37,,0.91,10.04,11.04,8.75,90.94,3.31,6.03,0.0,4.9,45.01,-10.11,-23.96,-5.47,4.37,5.47,5.47,197.08,34.42,31.53,,0.58,1.37,2.37,3.43,57.83,-8.23,7.25,0.0,7.33,29.78,16,0
10241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67,5.21,1.09,0.64,1.06,1.06,64.14,27.17,65.41,,-8.79,-8.08,0.92,5.67,-8.79,-64.55,,0.0,0.0,0.0,16,0
10242,-1.07,-1.71,-1.47,2.5,2.5,2.5,368.21,,78.72,,0.37,0.59,1.59,-1.07,37.22,-2.88,,21.25,0.0,0.0,11.7,26.34,4.5,0.48,0.48,0.48,140.21,0.41,66.82,,0.56,1.25,2.25,17.05,55.61,21.03,0.61,7.42,2.06,24.37,-6.16,-26.98,-2.38,0.44,0.79,0.82,140.7,27.74,78.88,2.22,0.77,3.38,4.38,-5.24,77.19,0.94,0.81,0.0,0.36,5.67,16,0
10243,-0.41,-1.29,-0.26,0.43,1.02,1.12,231.93,88.69,150.1,16.52,0.68,2.13,3.13,12.07,68.05,14.39,1.28,0.19,7.95,50.76,-13.35,-54.98,-10.04,0.56,0.79,0.96,273.6,45.5,197.34,33.45,0.76,3.12,4.12,4.1,75.71,-17.64,0.81,0.0,13.11,193.49,2.03,12.22,2.96,0.24,0.74,1.01,530.3,213.07,426.44,113.17,0.83,5.02,6.02,13.97,83.4,2.43,0.92,0.0,17.4,71.47,16,0
10244,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,48.26,56.84,72.59,,0.0,,547.57,91.29,75.1,,0.15,0.18,1.18,48.26,15.1,319.61,,0.0,0.0,0.0,36.75,42.09,52.6,6.25,7.87,7.87,521.05,105.92,65.46,,0.13,0.15,1.15,36.75,12.7,289.28,,0.0,0.0,0.0,16,0
10245,-0.82,-78.96,-0.81,0.95,2.45,2.45,358.92,143.63,95.96,,0.99,95.04,96.04,4.05,98.96,4.24,0.03,0.0,4.8,44.49,-1.31,323.6,-1.67,1.12,1.16,1.16,464.6,6.86,173.19,0.0,1.0,-247.59,-246.59,5.1,100.41,7.86,-0.01,0.0,8.18,54.25,-5.31,92.01,-9.76,1.7,1.86,1.86,669.25,17.8,115.75,,1.06,-18.34,-17.34,-0.65,105.77,7.7,-0.08,0.0,8.55,27.85,16,0
10246,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,,,0.0,,,7.85,8.03,12.63,18.98,39.92,45.2,585.64,268.3,12.81,67.65,0.02,0.02,1.02,7.85,2.21,354.74,,0.0,0.0,0.0,16,0
10247,12.14,15.1,3.51,4.34,4.34,5.12,105.3,,20.34,15.87,0.2,0.24,1.24,41.82,19.64,61.8,,0.0,6.33,48.12,17.17,21.65,2.43,4.44,4.44,4.9,51.61,,10.42,4.73,0.21,0.26,1.26,76.88,20.72,82.84,,0.0,8.47,158.67,26.02,28.16,15.67,12.49,12.55,13.15,219.18,1.06,16.48,9.94,0.08,0.08,1.08,30.52,7.6,342.25,,0.0,2.71,11.89,16,0
10248,1.55,89.07,17.29,0.12,1.38,1.38,4072.02,205.68,33.91,,0.97,55.8,57.62,1.55,98.26,3.48,1.0,49.47,0.0,0.0,2.2,55.45,,0.0,0.18,0.18,3556.08,288.56,17.56,,96.03,2418.33,25.18,2.2,96.03,4.34,0.59,45.72,0.0,0.0,0.95,19.52,,0.01,0.26,0.26,4216.21,440.52,16.14,,95.14,1957.44,20.57,0.95,95.14,3.03,0.66,41.9,0.0,0.0,16,0
10249,-4.91,-4.91,,,,,,,,,,,1.0,-4.91,0.0,,,0.0,,0.0,24.65,26.48,,14.42,14.42,14.42,1152.56,,79.04,,0.07,0.07,1.07,24.65,6.93,355.49,,0.0,0.0,0.0,21.39,22.73,,15.15,16.92,16.92,1333.52,138.14,77.95,,0.06,0.06,1.06,21.39,5.91,361.86,,0.0,0.0,0.0,16,0
10250,39.56,82.76,13.48,1.02,1.52,1.52,124.05,31.75,63.41,,0.52,1.09,2.09,153.9,52.2,112.48,2.52,0.0,38.97,63.6,44.16,57.66,13.88,3.31,4.41,4.41,114.43,28.45,25.64,,0.23,0.31,1.31,144.02,23.41,244.18,,0.0,31.39,57.07,25.22,29.9,14.86,5.29,6.56,6.71,214.49,40.33,31.62,4.57,0.16,0.19,1.19,72.22,15.66,161.0,,0.0,27.7,57.48,16,0
10251,0.77,22.82,1.05,0.05,0.56,0.56,493.77,241.56,471.61,,0.97,28.48,29.48,7.16,96.61,22.76,0.08,0.0,8.67,20.0,11.77,79.74,,0.15,0.98,0.98,608.76,427.01,513.03,0.0,0.85,5.78,6.78,12.13,85.24,38.51,0.99,0.0,0.4,1.82,0.77,9.38,,-0.02,0.69,0.69,245.57,128.69,182.48,,0.92,11.19,12.19,2.54,91.79,16.98,0.52,0.0,0.88,5.82,16,0
10252,1.8,7.0,1.92,0.02,0.51,1.67,388.24,63.66,153.05,192.36,0.74,2.88,3.88,10.04,74.25,6.91,1.93,2.81,8.78,429.63,1.8,7.43,1.34,0.0,0.73,1.4,272.23,93.59,127.38,90.82,0.76,3.13,4.13,9.37,75.76,5.36,1.62,3.49,3.95,42.6,1.3,4.69,0.58,0.36,1.19,1.48,162.69,60.24,76.47,22.66,0.72,2.6,3.6,10.36,72.2,4.73,1.78,0.0,2.83,37.85,16,0
10253,0.04,0.08,0.02,0.84,1.57,1.69,195.2,69.41,94.89,11.51,0.51,1.04,2.05,51.82,51.31,10.78,3.17,0.0,27.77,92.2,0.07,0.12,0.03,1.05,1.74,1.98,168.17,50.4,73.27,18.22,0.45,0.81,1.81,65.83,44.63,13.92,4.75,0.0,30.38,84.84,14.26,26.26,7.3,1.8,2.08,2.12,186.26,23.14,83.26,3.31,0.46,0.84,1.84,19.63,45.7,40.92,13.47,0.0,2.75,19.28,16,0
10254,9.83,22.79,4.78,1.34,1.76,1.76,177.05,41.32,54.77,,0.57,1.32,2.32,9.83,56.89,17.27,,25.61,0.0,0.0,27.64,38.29,,2.65,3.59,3.59,143.23,37.09,15.96,,0.28,0.39,1.39,27.64,27.8,99.42,,16.54,0.0,0.0,19.26,29.93,,1.58,2.1,2.1,207.61,38.07,26.46,,0.36,0.55,1.55,19.26,35.67,57.63,2.58,22.78,0.0,0.0,16,0
10255,-12.75,-19.05,-9.64,0.9,1.68,1.78,275.13,63.3,88.96,9.58,0.33,0.49,1.49,-5.9,33.06,4.65,1.66,0.0,5.18,107.68,0.35,2.34,0.82,0.15,0.18,1.11,854.79,20.46,718.15,669.49,0.85,5.71,6.71,1.96,85.09,4.06,2.62,0.0,3.77,27.53,26.87,31.24,4.96,6.14,6.63,6.65,67.23,4.4,8.97,0.24,0.14,0.16,1.16,32.5,13.99,280.09,8.39,0.0,1.04,10.91,16,0
10256,53.39,64.92,44.02,3.02,4.5,4.5,279.49,78.01,52.72,,0.18,0.22,1.22,53.39,17.76,321.57,4.41,0.0,0.0,0.0,17.65,18.64,28.28,12.14,15.5,15.5,583.09,102.67,30.54,,0.05,0.06,1.06,17.65,5.3,478.59,5.29,0.0,0.0,0.0,31.51,34.84,16.35,4.84,10.48,10.48,188.88,18.46,17.83,,0.1,0.11,1.11,31.51,9.54,355.33,,0.0,0.0,0.0,16,0
10257,11.58,31.6,3.75,0.01,1.56,1.56,117.94,102.32,65.52,,0.63,1.73,2.73,129.41,63.36,30.12,3.72,0.18,38.18,73.97,-3.71,-7.54,,1.43,2.16,2.16,100.22,28.95,39.71,0.0,0.51,1.04,2.03,165.62,50.99,0.38,4.59,0.0,34.16,67.4,52.34,72.5,15.12,0.89,3.88,3.88,105.17,75.55,25.24,,0.28,0.39,1.39,169.58,27.82,189.26,12.98,0.0,25.48,47.85,16,0
10258,34.75,230.46,9.25,0.3,1.03,1.03,96.85,59.11,76.0,,0.85,5.63,6.63,142.64,84.92,66.07,1.41,5.07,28.71,57.1,-21.78,-137.41,-5.14,0.98,1.19,1.19,85.82,15.02,43.87,,0.84,5.31,6.31,98.74,84.15,5.76,,32.45,28.41,72.63,21.36,61.72,4.88,0.23,1.53,1.53,83.21,69.85,53.81,,0.65,1.89,2.89,101.69,65.39,32.67,,0.0,18.36,64.32,16,0
10259,1.24,1.57,0.8,0.45,4.67,4.67,236.8,210.84,50.19,,0.21,0.27,1.27,1.24,21.43,5.77,,0.0,0.0,0.0,16.47,20.98,47.33,4.64,4.65,4.65,1046.21,,222.35,,0.21,0.27,1.27,16.47,21.49,76.64,,0.0,0.0,0.0,19.88,20.91,37.54,19.35,20.28,20.28,687.39,29.06,33.53,,0.05,0.05,1.05,19.88,4.93,403.13,,0.0,0.0,0.0,16,0
10260,4.19,19.75,2.72,0.8,2.59,2.69,236.44,115.36,64.28,6.28,0.76,3.57,4.71,23.08,78.77,11.14,2.3,0.0,12.27,56.92,9.62,44.01,,0.95,2.06,2.64,169.94,48.26,50.58,29.43,0.76,3.47,4.57,34.26,75.95,18.03,2.76,0.0,8.48,42.84,4.54,20.3,,1.62,2.19,2.26,134.58,21.44,37.77,2.67,0.76,3.42,4.47,27.74,76.49,12.94,1.64,0.0,6.95,44.68,16,0
10261,-3.65,-3.65,,,,,,,,,,,1.0,-3.65,0.0,,,0.0,,0.0,26.05,28.06,,13.95,13.95,13.95,1095.64,,77.7,,7.17,7.72,1.08,26.05,7.17,363.32,,0.0,0.0,0.0,2.81,3.02,,14.05,14.05,14.05,3474.33,,244.62,,7.12,7.66,1.08,2.81,7.12,39.43,,0.0,0.0,0.0,16,0
10262,2.04,3.33,1.49,0.18,2.45,2.45,264.56,219.99,97.15,,0.39,0.63,1.63,27.31,38.67,16.21,6.95,0.0,18.36,74.54,17.35,28.01,12.55,0.84,2.42,2.42,263.33,146.55,92.54,,0.38,0.61,1.61,38.12,38.07,58.09,4.52,0.0,10.95,28.38,15.3,20.7,8.41,1.7,3.93,3.93,200.02,97.66,43.73,,0.26,0.35,1.35,49.36,26.08,75.45,5.84,0.0,14.88,44.7,16,0
10263,-3.48,44.48,-2.04,0.49,0.89,1.08,213.6,60.2,151.92,29.48,1.08,-13.77,-12.77,43.93,107.83,0.46,0.14,0.0,27.82,102.5,-1.67,1395.65,-0.8,0.55,1.06,1.31,173.8,61.12,120.02,30.15,1.0,-837.13,-836.13,44.23,100.12,3.76,0.05,0.0,21.92,85.38,1.95,106.23,0.94,0.29,1.01,1.39,175.89,88.34,122.17,45.81,0.98,53.55,54.55,33.6,98.17,7.42,0.96,0.0,15.29,117.96,16,0
10264,-1.54,-1.58,-1.15,,,,229.33,11.68,,,,,1.03,-1.54,2.96,,,0.0,0.0,0.0,28.56,30.7,7.41,7.8,12.65,12.65,94.51,31.55,6.51,,6.97,7.49,1.07,28.56,6.97,434.02,7.84,0.0,0.0,0.0,-3.49,-7.15,-1.05,0.29,0.78,0.78,109.47,27.11,55.4,,51.15,104.69,2.05,-3.49,51.15,9.48,0.81,-0.02,0.0,0.0,16,0
10265,0.0,0.17,0.0,0.75,1.01,1.01,52.62,13.33,51.4,,98.77,8036.05,81.36,0.0,98.77,0.0,,0.0,0.0,0.0,2.4,78.72,0.58,0.24,1.03,1.03,88.33,66.88,84.69,,96.95,3176.76,32.77,2.4,96.95,2.48,,0.0,0.0,0.0,90.35,94.42,9.73,16.09,23.17,23.17,39.19,2.28,1.67,,4.32,4.51,1.05,90.35,4.32,2093.7,,0.0,0.0,0.0,16,0
10266,6.08,6.58,1.88,7.2,7.98,7.98,112.84,6.66,8.49,,0.08,0.08,1.08,10.48,7.67,203.51,2.38,0.0,1.36,15.02,4.76,6.03,,2.59,3.79,3.82,130.87,32.81,27.23,0.88,0.21,0.27,1.27,8.05,21.04,72.4,4.14,0.0,0.87,13.73,6.25,7.18,1.8,5.66,6.77,6.77,105.14,14.94,13.5,,0.13,0.15,1.15,9.79,12.99,108.04,7.42,0.0,0.75,12.37,16,0
10267,-17.44,56.17,-12.84,0.23,0.33,0.33,268.1,33.44,347.45,,1.31,-4.22,-3.22,-17.44,131.04,-1.63,-0.56,0.0,0.0,0.0,0.48,9.14,0.37,0.25,0.26,0.26,279.89,2.48,262.28,0.0,0.95,18.05,19.05,0.48,94.75,12.85,0.07,0.0,0.0,0.0,0.52,11.94,0.38,0.13,0.3,0.34,269.13,32.51,195.77,7.37,0.96,21.95,22.95,21.01,95.64,9.8,0.35,21.97,15.15,59.47,16,0
10268,,,,,,,,,,,,,,,,,,,,,-39.59,1287.87,,0.05,0.79,0.79,86.7,65.04,88.26,,1.03,-33.53,-32.53,-25.68,103.07,-38.41,-0.16,0.0,2.49,-33.95,3.94,160.6,,0.05,0.64,0.64,164.86,92.8,158.84,,0.98,39.78,40.78,18.15,97.55,6.94,0.07,0.0,4.91,49.21,16,0
10269,17.35,43.68,12.82,0.66,1.46,1.46,268.97,128.22,82.99,,0.6,1.52,2.52,28.7,60.28,33.14,3.27,28.86,8.39,29.67,6.74,16.71,4.82,0.86,1.45,1.45,260.09,90.36,86.64,0.39,0.6,1.48,2.48,18.23,59.65,17.29,2.98,25.74,5.99,29.48,11.9,27.89,10.54,0.81,1.49,1.49,322.39,125.52,112.91,,0.57,1.34,2.34,22.43,57.32,27.75,3.04,21.78,6.8,22.66,16,0
10270,2.42,5.75,,0.39,2.38,2.38,84.31,90.64,45.62,,0.58,1.38,2.38,68.56,57.94,4.17,,0.0,14.81,64.52,3.78,21.22,1.7,0.13,3.58,3.58,163.74,155.88,45.3,,0.82,4.61,5.61,55.38,82.18,4.6,,0.0,23.21,89.25,11.03,19.93,3.37,0.71,1.57,1.57,111.11,41.97,49.07,,0.45,0.81,1.81,138.47,44.65,47.1,1.85,0.0,38.9,81.86,16,0
10271,0.89,0.9,2.9,49.55,52.12,52.12,1191.29,58.07,22.61,,0.02,0.02,1.02,0.89,1.92,46.25,,0.0,0.0,0.0,-11.5,-13.06,,7.93,8.38,8.38,1142.33,61.33,134.76,,0.12,0.14,1.14,-11.5,11.93,-96.43,,0.0,0.0,0.0,10.84,54.81,8.24,0.15,1.05,1.15,276.96,183.53,204.6,20.02,0.75,3.8,5.06,19.22,75.15,14.8,1.39,0.0,4.7,32.34,16,0
10272,0.85,1.0,0.38,0.29,7.4,7.4,162.54,154.43,21.71,,0.15,0.18,1.18,0.85,15.08,5.63,,0.0,0.0,0.0,27.21,38.22,,3.57,3.57,3.57,120.94,0.17,33.47,,0.29,0.4,1.4,27.21,28.79,94.51,,0.0,0.0,0.0,13.25,41.35,,1.48,1.48,1.48,223.48,0.08,149.73,,0.68,2.12,3.12,13.25,67.96,19.5,,0.0,0.0,0.0,16,0
10273,0.76,1.03,0.54,6.87,14.93,14.93,260.36,138.98,17.25,,0.26,0.36,1.36,101.15,26.38,2.87,,0.0,71.81,98.23,14.01,19.92,15.49,3.25,9.32,9.32,402.38,259.25,42.7,,0.3,0.42,1.42,73.53,29.69,47.18,,0.0,65.79,74.82,44.81,57.17,23.0,0.12,6.64,6.64,186.84,181.36,27.83,,0.22,0.28,1.28,71.68,21.62,207.24,,0.37,13.79,31.58,16,0
10274,-4.27,-23.34,,0.35,0.41,0.41,277.24,13.43,223.26,,81.69,446.05,5.46,31.97,81.69,13.39,0.28,0.0,20.45,54.66,-0.2,-0.92,,0.59,0.65,0.65,1746.54,81.01,1352.82,,78.57,366.63,4.67,-0.2,78.57,18.29,0.44,0.0,0.0,0.0,3.58,13.87,,0.67,0.73,0.73,3151.15,138.51,2304.97,,74.2,287.58,3.88,3.58,74.2,4.82,0.56,0.0,0.0,0.0,16,0
10275,4.93,5.0,,68.45,68.45,68.45,,,,,0.01,0.01,1.01,4.93,1.46,337.18,,0.0,,0.0,5.47,24.68,3.73,0.47,1.28,1.28,248.07,155.15,191.01,,77.85,351.52,4.52,5.47,77.85,7.02,,0.0,0.0,0.0,19.0,20.08,3.96,0.99,18.66,18.66,75.84,71.02,4.02,,5.36,5.66,1.06,19.0,5.36,354.55,,0.0,0.0,0.0,16,0
10276,19.39,21.07,29.02,17.25,17.25,17.25,510.31,,31.23,,0.08,0.09,1.09,19.39,7.98,243.17,,0.0,0.0,0.0,19.53,29.86,,1.77,3.01,3.01,115.87,47.4,38.0,,0.35,0.53,1.53,58.78,34.61,56.41,,0.04,9.22,44.32,20.44,22.63,,10.29,10.6,10.6,108.88,3.14,10.16,,0.1,0.11,1.11,56.59,9.71,210.52,,0.0,8.04,41.12,16,0
10277,-17.57,92.13,-21.1,0.13,0.16,0.16,437.13,14.89,510.67,,1.19,-6.24,-5.24,2.89,119.07,-7.98,-0.23,0.0,24.57,184.55,3.58,-30.37,3.75,0.21,0.29,0.33,380.57,32.55,407.1,17.11,1.12,-9.48,-8.48,21.43,111.8,9.43,-0.14,0.0,13.34,42.36,6.75,-186.94,7.26,0.29,0.39,0.44,391.15,41.22,397.61,20.85,1.04,-28.68,-27.68,23.85,103.61,9.41,-0.06,0.0,13.13,44.51,16,0
